33.33	11.94	31.1
42.42	15.49	43.26
37.37	3.34	38.27
32.32	8.7	55.96
41.41	3.65	53.52
39.39	5.04	45.97
27.27	-.26	48.96
30.3	1.54	54.49
43.43	2.32	16.45
48.48	3.6	11.07
57.58	3.76	7.82
54.55	-2.63	11.83
61.62	1.23	17.48
57.58	5.51	14.44
50.51	4.01	24.15
49.49	4.68	31.81
58.59	3.55	33.92
55.56	-4.17	22.63
47.47	-7.62	30.07
56.57	-1.96	41.25
48.48	.1	41.36
41.41	-4.22	45.48
51.52	-4.43	49.83
46.46	-10.09	38.64
39.39	-15.14	36.2
33.33	-19.62	43.58
42.42	-11.59	48.36
44.44	-6.85	57.32
31.31	-9.53	48.47
23.23	-9.68	51.73
34.34	-11.95	55.96
41.41	-13.34	63.5
38.38	-16.06	55.74
34.34	-25.07	49.82
27.27	-26.15	50.86
26.26	-24.66	62.91
34.34	-19.82	69.69
24.24	-14.11	58.02
26.26	-16.73	69.85
18.18	-25.9	67.19
18.18	-29.55	57.21
10.1	-32.18	69.04
15.15	-22.19	76.1
14.14	-15.5	65.57
5.05	-27.03	69.31
5.05	-35.06	64.53
8.08	-42.53	69.58
10.1	-38.87	57.8
7.07	-31.61	57.1
18.18	-42.73	52.16
19.19	-37.17	43.75
18.18	-28.78	40.92
12.12	-28.21	50.75
12.12	-17.81	49.12
6.06	-18.12	55.63
6.06	-16.68	68.77
6.06	29.14	-5.47
7.07	38.2	-.18
9.09	41.9	8.74
9.09	37.37	17.21
6.06	30.89	23.4
7.07	25.43	29.64
7.07	16.99	33.54
6.06	8.54	37.45
7.07	.1	41.36
12.12	-11.28	41.85
5.05	-6.9	36.64
5.05	-19.15	33.81
6.06	-26.67	39.95
14.14	-21.47	39.13
12.12	-32.85	39.62
7.07	-39.18	42.55
5.05	-35.63	32.94
11.11	-40.83	33.76
6.06	-47.88	30.12
6.06	-49.47	20.24
9.09	-50.97	8.19
27.27	-57.04	5.7
17.17	-48.65	2.87
50.51	-9.01	15.85
45.45	-14.47	22.09
52.53	-17.45	19.76
61.62	-18.53	20.79
61.62	-11.12	16.83
63.64	-5.82	13.84
64.65	-8.44	25.67
62.63	-10.92	34.25
51.52	-10.66	28.82
57.58	-12.15	38.54
56.57	-19.05	31.64
50.51	-21.52	40.22
57.58	-15.5	43.8
45.45	-19.46	40.33
45.45	-19.98	51.18
55.56	-16.89	51.35
50.51	-21.37	58.73
47.47	-27.29	52.97
42.42	-30.12	47.38
38.38	-34.49	52.59
45.45	-28.83	63.77
37.37	-28.27	51.83
36.36	-30.74	60.41
37.37	-36.14	65.56
31.31	-37.63	53.52
24.24	-38.05	62.2
30.3	-33.31	71.16
22.22	-33.77	59.16
23.23	-33.36	72.24
10.1	-38.41	69.8
14.14	-36.71	77.51
47.47	-24.76	21.55
37.37	-28.93	22.41
42.42	-36.04	19.86
50.51	-38.41	26.27
52.53	-23.84	23.77
58.59	-27.18	29.04
62.63	-26.41	34.52
60.61	-35.88	38.37
62.63	-40.72	31.59
63.64	-40.31	22.9
55.56	-43.35	43.42
56.57	-34.24	47.16
54.55	-28.73	39.84
48.48	-38.15	42.61
41.41	-38.92	37.12
43.43	-30.74	38.64
31.31	-39.28	44.72
29.29	-46.03	56.34
18.18	-44.48	67.3
16.16	-53.9	70.07
25.25	-49.37	61.6
32.32	-51.53	63.66
36.36	-46.8	50.85
33.33	-44.27	41.19
30.3	-52.67	44.02
35.35	-54.37	58.07
17.17	-56.48	59.05
14.14	-65.9	61.82
24.24	-62.71	59.81
26.26	-58.28	53.51
29.29	-62.04	45.7
22.22	-68.47	50.8
13.13	-73.82	54.87
21.21	-68.01	41.03
26.26	-60.75	40.32
29.29	-64.3	28.17
25.25	-76.04	36.25
19.19	-76.4	43.85
22.22	-87.36	35.65
26.26	-81.8	27.24
29.29	-71.2	21.27
25.25	-81.44	19.64
19.19	-89.01	26.86
54.55	-48.75	26.81
54.55	-52.51	40.76
53.54	-46.18	37.83
40.4	-48.14	35.55
41.41	-55.55	39.51
50.51	-58.84	43.69
40.4	-63.01	44.56
35.35	-67.85	37.77
42.42	-67.75	35.6
39.39	-71.3	45.21
37.37	-77.12	37.28
35.35	-70.48	27.84
35.35	-76.24	18.83
36.36	-81.91	29.41
40.4	-84.53	19.48
42.42	-74.44	24.37
45.45	-78.1	14.38
47.47	-71.71	10.36
40.4	-65.64	12.86
42.42	-57.3	11.12
40.4	-66.1	22.63
47.47	-67.44	29.09
50.51	-61.06	25.07
50.51	-61.52	34.84
52.53	-54.11	30.88
49.49	-46.44	21.49
45.45	-52.51	18.99
50.51	-57.5	15.47
14.14	-45.46	66.16
10.1	-51.53	63.66
9.09	-55.29	55.85
8.08	-49.73	47.44
15.15	-48.86	50.75
8.08	-44.33	42.28
15.15	-50.45	40.87
11.11	-53.9	26.54
12.12	-57.5	37.23
8.08	-61.11	47.92
8.08	-69.24	45.32
7.07	-63.68	36.9
12.12	-67.7	34.52
14.14	-73.15	40.76
22.22	-75.99	35.17
21.21	-74.49	25.45
20.2	-64.4	30.34
25.25	-63.84	18.4
17.17	-61	23.99
6.06	-63.17	26.05
7.07	-58.58	16.5
15.15	-55.39	14.49
24.24	-61.36	9.82
19.19	-66.72	13.89
15.15	-76.35	21
8.08	-68.88	15.95
6.06	-84.99	29.25
14.14	-83.14	33.7
6.06	-78.35	19.81
12.12	-92	24.53
12.12	-94.47	11.34
6.06	-86.59	19.37
6.06	-91.22	8.24
18.18	-93.8	-3.04
14.14	-88.91	2.93
14.14	-79.64	3.41
7.07	-73.62	7
18.18	-74.7	8.03
24.24	-70.48	6.07
14.14	-70.78	12.59
7.07	-77.01	13.35
13.13	-82.11	11.99
10.1	-92.1	4.93
16.16	-96.52	-11.54
25.25	-95.39	-13.86
30.3	-91.22	-14.81
29.29	-96.68	-7.97
19.19	-101.88	-7.08
24.24	-97.45	9
28.28	-91.84	-.54
29.29	-91.27	9.33
17.17	-103.37	3.25
14.14	-100.64	11.01
22.22	-92.66	16.87
26.26	-86.33	13.94
35.35	-86.23	11.77
34.34	-81.54	0.05
42.42	-85.09	-13.26
41.41	-85.46	-4.94
37.37	-77.73	6.78
48.48	-79.59	2.33
45.45	-74.28	-.72
10.1	-90.29	-12.37
5.05	-88.44	-7.5
5.05	-73.51	4.83
12.12	-80.26	-5.83
18.18	-84.01	-14.39
18.18	-76.03	-7.97
25.25	-71.09	-2.92
29.29	-54.46	-5.53
23.23	-61.67	-5.95
11.11	-71.04	-4.11
6.06	-65.33	6.35
16.16	-59.72	-3.45
10.1	-58.89	1.24
24.24	-60.95	1.14
15.15	-49.32	-5.23
22.22	-51.48	-2.98
23.23	-49.21	-7.61
23.23	-85.25	-9.7
29.29	-80.15	-8.21
37.37	-78.92	-12.91
33.33	-71.71	-12.49
45.45	-73.67	-14.99
46.46	-64.5	-12.07
40.4	-62.24	-16.71
30.3	-66.77	-7.44
30.3	-59.3	-12.96
43.43	-54.98	-17.48
42.42	-47.67	-19.44
29.29	-49.99	-13.62
36.36	-44.89	-12.13
30.3	-40.51	-17.84
36.36	-35.31	-18.73
42.42	-38.35	-20.1
37.37	-29.91	-24.38
40.4	-21.67	-23.9
39.39	-12.3	-25.74
37.37	-4.79	-32.46
36.36	-2.42	-39.47
32.32	2.83	-41.55
17.17	-37.79	-9.34
31.31	-39.84	-9.45
22.22	-30.27	-16.05
37.37	-32.38	-14.98
28.28	-24.86	-21.7
29.29	-19.46	-27.35
25.25	-11.07	-30.44
27.27	-.62	-33.41
27.27	9.89	-37.57
38.38	19.92	-31.03
33.33	19.05	-34.66
43.43	-61.83	-2.38
49.49	-52.05	-13.74
57.58	-56.21	-12.78
52.53	-60.59	-7.08
56.57	-47.93	-13.5
56.57	-47.62	-20.63
56.57	-38.2	-23.66
50.51	-36.29	-19.98
54.55	-32.17	-19.74
58.59	-26.66	-27.76
50.51	-23.68	-25.21
48.48	-16.27	-29.55
58.59	-19.35	-29.72
54.55	-12.97	-34.12
44.44	-8.96	-31.51
48.48	-5.51	-39.65
43.43	2.47	-33.23
47.47	-3.65	-34.78
37.37	2.63	-36.8
48.48	-60.13	5.53
58.59	-55.08	7.98
54.55	-61.05	3.31
59.6	-52.56	-1.85
65.66	-40.05	-4.7
58.59	-42.98	-8.44
65.66	-34.59	-11.54
59.6	-28.21	-15.93
66.67	-25.33	-11
52.53	-26.36	-11.06
65.66	-16.88	-15.28
59.6	-15.65	-19.98
53.54	-17.91	-15.34
52.53	-9.47	-19.62
63.64	-8.44	-19.56
54.55	-8.18	-25.5
58.59	1.13	-26.16
50.51	-1.9	-27.52
51.52	9.58	-30.44
44.44	12.87	-35.01
46.46	-43.96	12.92
53.54	-46.8	7.32
59.6	-42.16	-3.63
54.55	-36.5	7.87
49.49	-32.12	2.66
47.47	-41.29	0
47.47	-35.98	-3.27
61.62	-35.99	18.78
61.62	-37.68	11.07
66.67	-33.62	12.37
49.49	-33.67	13.46
43.43	-31.45	10.31
51.52	-25.12	7.38
62.63	-22.03	7.54
67.68	-27.03	4.01
59.6	-20.64	0
66.67	-16.73	4.56
46.46	-17.4	-3.39
55.56	-5.15	-.3
64.65	-8.24	-.48
50.51	-19.46	-3.51
45.45	-26.67	-3.93
48.48	-15.03	-10.4
61.62	-2.93	-3.75
48.48	-8.85	-10.05
53.54	6.54	-7.97
57.58	1.44	-9.45
49.49	-6.54	-15.87
49.49	3.04	-22.47
54.55	12.92	-12.36
46.46	-2.42	-15.63
47.47	7.05	-19.85
49.49	17.35	-19.26
44.44	14.57	-26.57
43.43	15.5	-24.13
51.52	-14.72	5.75
43.43	-22.14	9.71
37.37	-27.44	12.7
-16.16	17.35	-19.26
-25.25	15.29	-19.38
-26.26	20.08	-10.76
-27.27	27.8	1.47
-28.28	29.75	3.75
-36.36	24.25	-11.71
-31.31	24.51	-17.65
-36.36	30.37	-10.16
-24.24	30.32	-8.97
-20.2	25.33	-12.84
-15.15	25.53	-17.59
-14.14	34.96	-20.63
-11.11	47.31	-19.91
-16.16	42.01	-16.64
-22.22	36.65	10.64
-25.25	45.71	-6.89
-18.18	50.04	-11.41
-27.27	59.15	-7.31
-21.21	59.25	-9.69
-12.12	59.41	-13.25
-45.45	32.48	-11.23
-45.45	40.72	-10.76
-43.43	45.77	-8.08
-34.34	46.74	-6.83
-40.4	50.81	-5.41
-35.35	55.91	-3.92
-10.1	62.24	-7.13
-10.1	67.08	.28
-6.06	19.25	-15.57
-7.07	24.56	-18.84
-6.06	36.09	-22.94
-4.04	29.96	-24.49
-8.08	27.34	-11.53
-11.11	36.55	-9.81
-4.04	41.24	-22.65
-5.05	50.35	-18.54
-12.12	44.68	-6.95
-14.14	48.39	2.55
-8.08	53.85	-4.04
-6.06	59.3	-10.87
-40.4	34.23	-3.98
-49.49	35.16	-1.54
-43.43	40	5.38
-43.43	33.51	11.56
-52.53	29.6	7
-40.4	29.6	7
-31.31	30.58	8.14
-32.32	16.78	16.12
-38.38	22.03	14.22
-50.51	22.19	10.97
-41.41	8.65	13.52
-47.47	11.17	3.85
-52.53	13.9	11.62
-53.54	18.53	22.74
-47.47	23.78	20.84
-41.41	16.42	23.72
-40.4	8.18	23.29
-47.47	10.6	15.8
-20.2	55.49	5.11
-29.29	52.56	1.69
-22.22	56.47	6.25
-27.27	46.95	11.18
-35.35	53.28	8.25
-39.39	44.94	9.99
-37.37	49.68	18.95
-31.31	47.57	19.92
-29.29	37.06	23.72
-37.37	44.17	26.27
-36.36	40.41	18.46
-37.37	32.07	20.19
-44.44	33.98	23.56
-40.4	37.73	31.37
-34.34	31.4	34.31
-28.28	31.25	37.56
-42.42	27.13	37.34
-44.44	28.52	29.8
-36.36	23.47	27.36
-11.11	57.45	7.39
-10.1	65.53	11.08
-18.18	62.39	12
-16.16	62.13	17.43
-8.08	60.85	22.8
-9.09	52.97	14.77
-13.13	49.11	9.12
-14.14	42.37	20.74
-7.07	48.34	25.4
-8.08	57.29	32.41
-14.14	53.23	31.1
-20.2	55.54	25.79
-23.23	52.66	21.28
-22.22	44.06	28.44
-21.21	39.64	34.74
-21.21	46.79	36.21
-13.13	47.62	40.6
-7.07	50.7	40.77
-7.07	36.45	36.75
-13.13	33.77	27.9
-13.13	25.17	35.06
-8.08	29.03	40.71
-7.07	43.09	49.07
-15.15	1.95	45.81
-19.19	31.19	38.65
-20.2	22.8	41.47
-20.2	29.49	52.71
-9.09	33.56	54.01
-6.06	27.54	50.43
-8.08	17.35	47.71
-12.12	11.37	43.04
-8.08	25.02	60.09
-17.17	24.19	55.69
-21.21	21.31	51.18
-20.2	9.93	51.67
-19.19	15.65	61.77
-8.08	16.57	63.99
-8.08	7.98	49.39
-11.11	-3.35	48.8
-8.08	2.36	58.89
-9.09	10.29	65.84
-18.18	8.28	64.64
-19.19	2.47	56.72
-19.19	-7.78	55.09
-18.18	-.11	67.47
-10.1	-.26	70.72
-6.06	-5	61.77
-5.05	-8.81	55.04
-17.17	-10.25	63.67
-10.1	-10.56	70.18
-34.34	3.7	30.67
-34.34	15.03	31.26
-43.43	21.83	40.33
-36.36	23.63	45.87
-28.28	20.8	40.28
-28.28	14.31	46.46
-29.29	8.65	57.05
-42.42	16.26	48.74
-36.36	6.43	38.43
-39.39	7	48.25
-39.39	6.64	55.85
-34.34	20.23	52.22
-25.25	-1.29	48.9
-40.4	.26	16.34
-46.46	-5.82	13.84
-55.56	-1.49	9.72
-55.56	4.89	5.7
-50.51	3.29	17.59
-56.57	5.04	24.21
-58.59	-2.83	16.17
-56.57	-2.63	33.6
-42.42	1.8	27.3
-53.54	3.6	32.84
-42.42	-2.73	35.77
-53.54	-2.99	41.2
-49.49	-7.52	27.9
-42.42	-11.89	33.11
-41.41	-15.39	41.63
-52.53	-8.45	47.44
-47.47	-.16	46.79
-42.42	-6.33	46.46
-45.45	-10.76	52.76
-38.38	-13.85	52.59
-33.33	-19.51	41.41
-34.34	-26.05	48.69
-38.38	-23.27	55.36
-40.4	-12.31	63.56
-35.35	-9.78	53.9
-27.27	-11.59	48.36
-23.23	-15.14	57.97
-26.26	-17.71	68.71
-33.33	-17.71	68.71
-26.26	-25.74	63.94
-22.22	-28.32	52.92
-16.16	-27.75	62.74
-22.22	-22.04	72.84
-12.12	-19.88	70.78
-10.1	-29.4	75.71
-9.09	-35.01	63.45
-4.04	-22.91	69.53
-5.05	-29.76	61.55
-3.03	-43.35	65.18
-5.05	-37.79	56.77
-10.1	-44.59	69.47
-13.13	-40.88	56.61
-17.17	-35.06	42.77
-11.11	-33.36	50.48
-13.13	-21.83	46.73
-6.06	-23.17	53.19
-5.05	-19.51	63.18
-6.06	31.2	-5.35
-6.06	41.39	-2.37
-7.07	44.07	6.68
-8.08	37.37	17.21
-5.05	25.64	25.29
-11.11	19.1	32.57
-5.05	14.88	34.52
-8.08	6.38	39.51
-4.04	-.88	40.22
-9.09	-9.27	43.04
-3.03	-10.97	35.33
-7.07	-19.46	40.33
-3.03	-27.39	33.38
-7.07	-28.83	42.01
-14.14	-33.82	38.48
-6.06	-40.26	43.58
-4.04	-37.68	32.84
-10.1	-42.88	33.65
-6.06	-48.91	30.07
-4.04	-49.58	22.41
-6.06	-54.11	9.12
-21.21	-54.93	4.72
-12.12	-48.7	3.96
-50.51	-9.99	14.71
-63.64	-13.13	15.63
-45.45	-16.47	20.9
-53.54	-18.43	18.62
-59.6	-18.74	25.13
-62.63	-11.74	29.85
-57.58	-11.43	23.34
-49.49	-14.93	31.86
-59.6	-16.32	39.4
-51.52	-23.32	34.68
-54.55	-20.95	50.04
-53.54	-18.59	43.64
-44.44	-22.55	40.16
-43.43	-21.88	47.82
-46.46	-28.11	48.58
-39.39	-30.89	41.9
-40.4	-36.6	53.57
-48.48	-26.57	59.54
-44.44	-23.43	58.62
-36.36	-30.43	53.9
-39.39	-31.05	66.92
-31.31	-37.89	58.94
-32.32	-32.18	69.04
-26.26	-32.69	58.13
-25.25	-34.34	71.1
-22.22	-38	61.11
-18.18	-34.5	74.36
-16.16	-35.99	62.31
-15.15	-41.7	73.98
-9.09	-38.67	75.23
-45.45	-24.87	23.72
-39.39	-35.01	19.92
-44.44	-41.44	25.02
-51.52	-31.87	19
-58.59	-25.79	21.49
-57.58	-29.45	33.27
-62.63	-33.36	28.71
-54.55	-37.58	30.66
-51.52	-45.87	31.32
-58.59	-51.79	25.56
-57.58	-52.1	32.07
-57.58	-40.1	40.33
-50.51	-32.69	36.36
-44.44	-38.05	40.43
-52.53	-41.44	46.78
-54.55	-50.35	38.7
-48.48	-51.74	46.24
-40.4	-46.23	38.91
-37.37	-35.83	37.29
-30.3	-40.31	44.67
-29.29	-42.73	52.16
-18.18	-46.28	61.76
-14.14	-52.92	71.21
-24.24	-52.46	61.44
-33.33	-48.09	56.23
-35.35	-48.75	48.58
-30.3	-49.27	37.67
-31.31	-56.22	53.62
-33.33	-54.62	63.5
-15.15	-56.53	60.14
-25.25	-60.65	59.92
-26.26	-54.67	42.82
-23.23	-63.27	49.99
-19.19	-65.9	61.82
-12.12	-70.74	55.03
-15.15	-68.37	48.63
-25.25	-64.97	42.28
-20.2	-64.56	33.59
-17.17	-72.07	39.73
-16.16	-78.51	44.83
-19.19	-87.36	35.65
-21.21	-81.96	30.5
-24.24	-69.29	24.64
-24.24	-79.18	15.41
-19.19	-85.66	21.6
-13.13	-87.98	26.92
-49.49	-56.68	41.63
-39.39	-54.31	35.22
-48.48	-62.86	41.3
-42.42	-67.18	45.43
-34.34	-62.76	39.13
-38.38	-71.15	41.95
-31.31	-74.39	45.05
-28.28	-68.78	35.55
-39.39	-74.08	38.53
-33.33	-82.16	34.84
-31.31	-73.46	25.51
31.31	-80.21	15.36
-36.36	-87.36	13.89
-36.36	-85.66	21.6
-38.38	-78.71	27.41
-41.41	-78.3	18.72
-43.43	-72.9	13.56
-42.42	-69.09	20.3
-44.44	-71.46	26.7
-43.43	-62.45	32.62
-50.51	-59.15	28.44
-47.47	-53.64	21.11
-37.37	-59	25.18
-39.39	-56.37	13.35
-41.41	-66.56	10.63
-10.1	-60.49	56.66
-11.11	-51.69	66.92
-8.08	-51.33	59.32
-6.06	-55.14	52.59
-15.15	-47.83	50.8
-7.07	-45.51	45.48
-7.07	-55.86	46.02
-13.13	-51.48	40.81
-14.14	-54.21	33.05
-8.08	-59	25.18
-3.03	-68.52	30.12
-6.06	-59.62	38.21
-4.04	-69.96	38.75
-7.07	-66.31	48.74
-6.06	-76.4	43.85
-16.16	-77.12	37.28
-18.18	-72.54	27.73
-12.12	-68.68	33.38
-5.05	-66.1	22.63
-16.16	60.54	29.31
-20.2	-68.16	22.52
-17.17	-61.42	10.91
-6.06	-60.54	14.22
-15.15	-77.48	23.12
-5.05	-87.21	32.4
-8.08	-93.9	21.16
-4.04	-97.55	11.17
-2.02	-89.52	15.95
-5.05	-80.57	22.95
-4.04	-76.24	18.83
-14.14	-68.83	14.87
-10.1	-89.78	-.42
-8.08	-77.63	4.61
-13.13	-80.05	12.1
-21.21	-72.53	5.97
-16.16	-73.72	9.17
-5.05	-73.82	11.34
-5.05	-83.14	11.94
-10.1	-89.11	7.27
-12.12	-96.11	2.54
-12.12	-94.41	-12.61
-17.17	-101.31	3.36
-15.15	-102.91	-7.14
-9.09	-103.27	1.08
-11.11	-101.67	10.96
-16.16	-95.75	16.71
-18.18	-101.31	3.36
-23.23	-98.99	-2.15
-26.26	-96.47	-12.73
-22.22	-93.28	-14.93
-31.31	-89.11	-15.88
-39.39	-87.21	-12.19
-42.42	-82.37	-4.76
-28.28	-91.68	-4.11
-34.34	-86.69	-.24
-28.28	-85.92	5.26
-27.27	-95.39	9.11
-26.26	-89.32	11.61
-43.43	-83.86	5.37
-47.47	-77.73	6.78
-43.43	-74.13	-4.29
-39.39	-68.21	1.84
-9.09	-90.29	-12.37
-3.03	-85.51	-3.75
-16.16	-81.13	-9.46
-9.09	-79.28	-4.58
-3.03	-74.49	3.69
-14.14	-69.81	-8.8
-21.21	-73.1	-4.23
-26.26	-57.5	-6.9
-20.2	-63.68	-7.26
-12.12	-63.94	-1.31
-5.05	-65.17	3.09
-21.21	-66.1	.86
-21.21	-53.64	-.72
-11.11	-55.65	-2.03
-14.14	-50.4	-4.11
-26.26	-50.4	-4.11
-27.27	-76.14	-5.59
-31.31	-80.05	-10.59
-40.4	-75.78	-13.92
-39.39	-71.92	-7.73
-42.42	-67.39	-17.01
-31.31	-68.52	-14.69
-32.32	-55.29	-10.35
-29.29	-60.38	-11.83
-40.4	-54.88	-19.86
-41.41	-60.28	-14.21
-39.39	-48.8	-17.12
-27.27	-47.82	-15.88
-35.35	-43.96	-9.69
-36.36	-33.36	-16.23
-30.3	-39.43	-18.97
-40.4	-40.36	-21.4
-38.38	-33.05	-23.36
-39.39	-26.92	-21.82
-37.37	-15.49	-23.54
-37.37	-8.96	-31.51
-35.35	-7.62	-38.58
-32.32	.72	-40.48
-15.15	-40.93	-8.33
-25.25	-40.87	-9.51
-31.31	-37.68	-11.71
-19.19	-29.29	-14.8
-31.31	-27.03	-19.44
-25.25	-21.57	-26.28
-29.29	-11.07	-30.44
-18.18	-10.24	-25.62
-25.25	-2.73	-32.34
-34.34	14.78	-31.33
-36.36	12.92	-36.2
-28.28	14.98	-36.08
-27.27	7.88	-38.88
-44.44	-63.83	-3.69
-53.54	-61.52	-9.52
-50.51	-57.35	-10.47
-46.46	-50.04	-12.43
-55.56	-51.99	-14.92
-57.58	-47.62	-20.63
-47.47	-42.52	-19.14
-54.55	-39.28	-22.53
-48.48	-36.19	-22.35
-57.58	-31.86	-26.87
-48.48	-25.74	-25.33
-56.57	-22.44	-29.9
-53.54	-16.11	-33.11
-44.44	-14.31	-27.05
-50.51	-9.83	-35.13
-44.44	-4.48	-39.59
-38.38	2.63	-36.8
-50.51	-64.4	8.57
-50.51	-60.95	1.14
-57.58	-61.21	6.56
-57.58	-58.79	-1.01
-62.63	-48.49	-.42
-56.57	-49.27	-6.42
-62.63	-42.01	-7.2
-61.62	-34.39	-16.29
-61.62	-32.59	-10.23
-50.51	-34.75	-7.97
-54.55	-22.14	-13.2
-65.66	-26.25	-13.44
-63.64	-17.86	-16.53
-56.57	-16.58	-22.41
-58.59	-13.69	-17.48
-59.6	-5.25	-21.76
-48.48	-6.38	25.78
56.57	1.08	-24.97
-46.46	6.54	-31.8
-50.51	-55.03	6.89
-49.49	-48.08	12.7
-50.51	-46.64	4.07
-54.55	-44.27	-2.56
-52.53	-36.29	3.53
-58.59	-53.49	17.85
-62.63	-46.07	13.89
-52.53	-40.98	15.25
-40.4	-37.68	11.07
-46.46	-34.44	7.98
-64.65	-40.82	11.99
-65.66	-33.46	9.12
-59.6	-30.01	1.68
-65.66	-26.15	7.33
-53.54	-29.14	4.99
-63.64	-16.63	2.39
-60.61	-20.59	-1.19
-47.47	-30.78	-4.16
-50.51	-18.84	5.54
-58.59	-8.39	2.82
-45.45	-21.57	-2.44
-43.43	-16.11	-9.27
-59.6	-5.04	-2.68
-52.53	-9.83	-11.3
-49.49	-3.4	-16.88
-57.58	2.27	-4.64
-51.52	-2.83	-6.12
-46.46	-6.64	-13.49
-55.56	8.7	-10.22
-48.48	5.1	-22.35
-50.51	14.11	-15.87
-46.46	2.88	-18.9
-46.46	17.5	-22.83
-43.43	17.71	-27.58
-49.49	-16.78	5.64
-47.47	-22.14	9.71
-41.41	-25.28	10.64
-36.36	-29.55	13.68

